House_Type,Family_Members,Number_of_Rooms,Daily_Appliance_Usage_Count,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Usage_Hours,Washing_Machine_Usage_Hours,Water_Motor_Usage_Hours,Lighting_Hours,Outdoor_Temperature_C,Day_of_Week,Season,Is_Holiday,Daily_Electricity_Consumption_kWh,House_Type_Encoded,Day_of_Week_Encoded,Season_Encoded,Family_Members_Scaled,Number_of_Rooms_Scaled,Daily_Appliance_Usage_Count_Scaled,AC_Usage_Hours_Scaled,Fan_Usage_Hours_Scaled,Refrigerator_Usage_Hours_Scaled,Washing_Machine_Usage_Hours_Scaled,Water_Motor_Usage_Hours_Scaled,Lighting_Hours_Scaled,Outdoor_Temperature_C_Scaled
Apartment,4,4,5,0.0,1.95,24,1.12,1.8,4.6,15.5,Tuesday,Winter,0,6.7,0,5,2,-0.028478554847755435,-0.10983632648654133,-1.249737043744964,-1.1224787038760815,-1.2430338502957907,0.0,0.8777204028963751,0.7250789142056508,-1.068704910254471,-0.8956135492628854
Apartment,1,3,12,3.64,2.62,24,1.05,2.06,4.53,24.2,Monday,Spring/Autumn,0,10.86,0,1,0,-1.529375364391619,-0.6466304033004656,1.0422031211238738,-0.04375093682429803,-1.0635827234485207,0.0,0.773101226169932,1.2146252227860312,-1.1140375662154816,-0.13167330745984462
Apartment,1,2,7,9.15,8.74,24,0.0,1.05,4.9,41.8,Thursday,Summer,0,18.5,0,4,1,-1.529375364391619,-1.18342448011439,-0.5948969966395818,1.5891584028612311,0.5755827934250497,0.0,-0.7961864247267118,-0.6870738990069848,-0.874422098992995,1.413769020785387
Apartment,2,4,7,1.66,0.0,24,0.0,2.13,4.01,32.5,Saturday,Spring/Autumn,1,8.14,0,2,0,-1.0290764278769977,-0.10983632648654133,-0.5948969966395818,-0.6305314254953232,-1.7653169806721734,0.0,-0.7961864247267118,1.3464261520192102,-1.4507944390687062,0.5971432450648955
Villa,2,8,5,10.33,10.8,24,0.82,1.37,5.24,35.1,Thursday,Summer,0,22.14,2,4,1,-1.0290764278769977,2.037339980769156,-1.249737043744964,1.9388558658065893,1.1273280491047157,0.0,0.4293525026401909,-0.08455536536959352,-0.6542349128966559,0.8254472253738503
Apartment,2,2,4,0.7,4.88,24,0.0,1.02,5.06,3.0,Thursday,Winter,0,5.91,0,4,2,-1.0290764278769977,-1.18342448011439,-1.5771570672976551,-0.9150310563661231,-0.458269967217431,0.0,-0.7961864247267118,-0.7435600115354903,-0.7708045996535418,-1.993228839209783
Apartment,6,2,7,7.75,8.82,24,1.12,1.66,4.28,43.6,Saturday,Summer,1,23.05,0,2,1,0.9721193181814869,-1.18342448011439,-0.5948969966395818,1.1742631078413144,0.5970097936456192,0.0,0.8777204028963751,0.46147705573929193,-1.2759399089333778,1.5718256225377407
Apartment,2,4,10,5.5,9.36,24,0.97,1.0,6.1,38.9,Monday,Summer,0,14.14,0,1,1,-1.0290764278769977,-0.10983632648654133,0.3873630740184915,0.5074670979878769,0.7416420451344635,0.0,0.653536452768283,-0.7812174198878273,-0.09729085394709289,1.159122273517707
Apartment,1,2,6,7.8,10.58,24,0.0,0.99,5.15,38.0,Friday,Summer,0,16.29,0,0,1,-1.529375364391619,-1.18342448011439,-0.9223170201922729,1.1890807969491688,1.0684037984981491,0.0,-0.7961864247267118,-0.8000461240639958,-0.7125197562750986,1.0800939726415304
Independent House,2,6,7,0.0,2.3,24,1.05,1.56,5.75,15.6,Thursday,Winter,0,6.44,1,4,2,-1.0290764278769977,0.9637518271413074,-0.5948969966395818,-1.1224787038760815,-1.149290724330799,0.0,0.773101226169932,0.2731900139776074,-0.32395413375214754,-0.8868326269433102
Apartment,6,4,9,6.98,9.65,24,0.0,2.07,7.27,38.9,Monday,Summer,0,22.72,0,1,1,0.9721193181814869,-0.10983632648654133,0.05994305046580039,0.9460706955803604,0.8193149209340284,0.0,-0.7961864247267118,1.2334539269621991,0.660412109972662,1.159122273517707
Apartment,5,2,9,7.77,15.68,24,0.0,2.02,4.44,40.3,Tuesday,Summer,1,22.04,0,5,1,0.47182038166686574,-1.18342448011439,0.05994305046580039,1.180190183484456,2.434375062559458,0.0,-0.7961864247267118,1.1393104060813573,-1.1723224095939242,1.2820551859917593
Apartment,1,2,5,8.77,11.47,24,0.59,1.06,5.21,28.3,Monday,Summer,0,19.18,0,1,1,-1.529375364391619,-1.18342448011439,-1.249737043744964,1.4765439656415391,1.3067791759519856,0.0,0.08560377911044995,-0.6682451948308163,-0.6736631940228037,0.22834450764273792
Apartment,7,3,8,0.0,2.38,24,1.16,1.7,8.01,13.2,Wednesday,Winter,0,7.21,0,6,2,1.4724182546961082,-0.6466304033004656,-0.2674769730868907,-1.1224787038760815,-1.1278637241102294,0.0,0.9375027895971993,0.5367918724439659,1.1396430444176353,-1.0975747626131145
Apartment,3,2,11,3.01,10.53,24,1.07,1.56,4.18,35.4,Thursday,Summer,0,11.78,0,4,1,-0.5287774913623766,-1.18342448011439,0.7147830975711826,-0.23045381958326064,1.055011923360293,0.0,0.8029924195203444,0.2731900139776074,-1.3407008460205367,0.8517899923325756
Apartment,4,2,8,6.34,7.98,24,1.12,1.61,7.7,36.3,Monday,Summer,0,15.92,0,1,1,-0.028478554847755435,-1.18342448011439,-0.2674769730868907,0.7564042749998269,0.37202629132963905,0.0,0.8777204028963751,0.3673335348584499,0.9388841394474441,0.9308182932087521
Apartment,5,2,13,0.0,1.39,24,0.6,1.32,4.86,10.0,Sunday,Winter,1,6.68,0,3,2,0.47182038166686574,-1.18342448011439,1.3696231446765648,-1.1224787038760815,-1.3930228518397776,0.0,0.10054937578565609,-0.17869888625043598,-0.9003264738278584,-1.3785642768395203
Apartment,3,2,9,6.75,11.5,24,0.0,1.95,5.74,41.3,Thursday,Summer,0,15.88,0,4,1,-0.5287774913623766,-1.18342448011439,0.05994305046580039,0.8779093256842311,1.314814301034699,0.0,-0.7961864247267118,1.0075094768481778,-0.33043022746086326,1.3698644091875112
Apartment,2,2,10,0.0,2.29,24,0.78,1.75,5.08,9.3,Monday,Winter,0,5.02,0,1,2,-1.0290764278769977,-1.18342448011439,0.3873630740184915,-1.1224787038760815,-1.15196909935837,0.0,0.3695701159393665,0.6309353933248083,-0.7578524122361097,-1.4400307330765465
Apartment,3,2,8,8.48,9.1,24,0.0,1.59,2.12,37.5,Thursday,Summer,0,17.86,0,4,1,-0.5287774913623766,-1.18342448011439,-0.2674769730868907,1.3906013688159853,0.6720042944176126,0.0,-0.7961864247267118,0.3296761265061129,-2.6747761500160023,1.0361893610436546
Independent House,5,5,7,8.58,9.53,24,2.54,1.67,4.92,44.2,Thursday,Summer,0,22.11,1,4,1,0.47182038166686574,0.426957750327383,-0.5948969966395818,1.4202367470316934,0.7871744206031738,0.0,2.999995130775646,0.4803057599154604,-0.8614699115755635,1.624511156455192
Independent House,7,4,8,0.95,5.52,24,1.1,1.63,5.45,25.9,Saturday,Spring/Autumn,1,8.49,1,2,0,1.4724182546961082,-0.10983632648654133,-0.2674769730868907,-0.8409426108268523,-0.2868539654528747,0.0,0.8478292095459629,0.40499094321078644,-0.518236945013623,0.01760237197293339
Apartment,5,2,12,5.7,8.64,24,0.0,0.44,2.81,48.4,Wednesday,Summer,0,14.82,0,6,1,0.47182038166686574,-1.18342448011439,1.0422031211238738,0.5667378544192937,0.5487990431493379,0.0,-0.7961864247267118,-1.835624853753262,-2.2279256841146085,1.9933098938773492
Apartment,2,4,14,5.04,15.51,24,1.78,1.25,6.53,31.2,Monday,Summer,0,13.63,0,1,1,-1.0290764278769977,-0.10983632648654133,1.697043168229256,0.37114435819561864,2.3888426870907473,0.0,1.8641297834599797,-0.31049981548361544,0.18118117552768923,0.48299125491041806
Independent House,1,6,8,1.7,3.41,24,0.63,2.14,8.59,25.0,Monday,Spring/Autumn,0,8.81,1,1,0,-1.529375364391619,0.9637518271413074,-0.2674769730868907,-0.6186772742090398,-0.8519910962703964,0.0,0.14538616581127453,1.365254856195379,1.515256479523155,-0.06142592890324312
Apartment,4,4,6,0.14,2.95,24,0.9,1.07,4.36,13.3,Wednesday,Winter,0,6.17,0,6,2,-0.028478554847755435,-0.10983632648654133,-0.9223170201922729,-1.0809891743740898,-0.9751963475386712,0.0,0.54891727604184,-0.6494164906546479,-1.224131159263651,-1.0887938402935393
Apartment,4,2,14,0.0,0.49,24,0.0,1.38,7.06,9.8,Tuesday,Winter,0,5.44,0,5,2,-0.028478554847755435,-1.18342448011439,1.697043168229256,-1.1224787038760815,-1.634076604321185,0.0,-0.7961864247267118,-0.06572666119342545,0.5244141420896291,-1.3961261214786707
Apartment,3,2,14,1.22,5.67,24,0.81,1.74,7.0,21.5,Monday,Spring/Autumn,0,8.58,0,1,0,-0.5287774913623766,-1.18342448011439,1.697043168229256,-0.7609270896444397,-0.24667834003930675,0.0,0.414406905964985,0.6121066891486399,0.48555757983733416,-0.36875821008837445
Apartment,5,3,13,0.51,2.7,24,0.0,1.57,3.97,9.1,Sunday,Winter,1,7.08,0,3,2,0.47182038166686574,-0.6466304033004656,1.3696231446765648,-0.9713382749759688,-1.042155723227951,0.0,-0.7961864247267118,0.2920187181537759,-1.4766988139035695,-1.457592577715697
Apartment,7,3,4,9.49,8.86,24,1.19,1.46,5.58,37.3,Tuesday,Summer,0,22.46,0,5,1,1.4724182546961082,-0.6466304033004656,-1.5771570672976551,1.6899186887946394,0.6077232937559038,0.0,0.9823395796228178,0.0849029722159225,-0.434047726800317,1.018627516404504
Apartment,4,2,7,0.0,2.7,24,0.0,0.32,5.83,8.4,Saturday,Winter,1,5.19,0,2,2,-0.028478554847755435,-1.18342448011439,-0.5948969966395818,-1.1224787038760815,-1.042155723227951,0.0,-0.7961864247267118,-2.0615693038672833,-0.27214538408242067,-1.519059033952723
Apartment,4,3,4,10.54,9.28,24,0.52,1.44,4.54,39.1,Wednesday,Summer,0,23.6,0,6,1,-0.028478554847755435,-0.6466304033004656,-1.5771570672976551,2.0010901600595767,0.7202150449138939,0.0,-0.019015397615992902,0.047245563863585506,-1.1075614725067657,1.1766841181568575
Villa,2,8,12,2.49,7.49,24,2.73,0.88,7.54,24.7,Saturday,Spring/Autumn,1,12.21,2,2,0,-1.0290764278769977,2.037339980769156,1.0422031211238738,-0.38455778630494386,0.24078591497865054,0.0,3.283961467604562,-1.007161870001849,0.8352666401079903,-0.08776869586196873
Apartment,1,3,6,0.18,10.32,24,0.0,0.37,5.19,30.3,Friday,Spring/Autumn,0,4.61,0,0,0,-1.529375364391619,-0.6466304033004656,-0.9223170201922729,-1.0691350230878063,0.9987660477812983,0.0,-0.7961864247267118,-1.967425782986441,-0.6866153814402352,0.40396295403424154
Apartment,5,3,4,7.13,10.21,24,0.0,1.38,7.81,42.6,Thursday,Summer,0,17.34,0,4,1,0.47182038166686574,-0.6466304033004656,-1.5771570672976551,0.9905237629039227,0.9693039224780153,0.0,-0.7961864247267118,-0.06572666119342545,1.0101211702433182,1.484016399341989
Apartment,7,2,9,0.0,2.66,24,0.0,1.8,6.3,14.9,Thursday,Winter,0,6.45,0,4,2,1.4724182546961082,-1.18342448011439,0.05994305046580039,-1.1224787038760815,-1.052869223338236,0.0,-0.7961864247267118,0.7250789142056508,0.0322310202272243,-0.9482990831803364
Apartment,3,4,12,8.16,9.87,24,0.0,1.17,7.19,33.2,Tuesday,Summer,0,19.22,0,5,1,-0.5287774913623766,-0.10983632648654133,1.0422031211238738,1.2957681585257186,0.8782391715405943,0.0,-0.7961864247267118,-0.46112944889296337,0.6086033603029357,0.658609701301922
Independent House,1,4,14,2.98,9.09,24,1.17,1.44,6.77,30.4,Monday,Spring/Autumn,0,10.83,1,1,0,-1.529375364391619,-0.10983632648654133,1.697043168229256,-0.23934443304797307,0.6693259193900414,0.0,0.9524483862724055,0.047245563863585506,0.33660742453686926,0.41274387635381654
Apartment,7,4,10,0.0,4.31,24,1.78,1.95,4.77,5.3,Friday,Winter,0,7.66,0,0,2,1.4724182546961082,-0.10983632648654133,0.3873630740184915,-1.1224787038760815,-0.6109373437889891,0.0,1.8641297834599797,1.0075094768481778,-0.9586113172063015,-1.7912676258595537
Apartment,2,4,11,0.23,3.27,24,0.0,0.34,5.5,13.9,Sunday,Winter,1,5.12,0,3,2,-1.0290764278769977,-0.10983632648654133,0.7147830975711826,-1.0543173339799523,-0.8894883466563931,0.0,-0.7961864247267118,-2.0239118955149467,-0.4858564764700439,-1.0361083063760883
Independent House,4,5,6,5.66,11.9,24,2.22,1.32,7.96,42.7,Tuesday,Summer,0,17.41,1,5,1,-0.028478554847755435,0.426957750327383,-0.9223170201922729,0.5548837031330103,1.4219493021375469,0.0,2.52173603716905,-0.17869888625043598,1.1072625758740562,1.4927973216615642
Apartment,2,3,10,6.13,8.53,24,0.0,1.01,3.58,44.4,Monday,Summer,0,12.96,0,1,1,-1.0290764278769977,-0.6466304033004656,0.3873630740184915,0.6941699807468394,0.5193369178460544,0.0,-0.7961864247267118,-0.7623887157116588,-1.7292664685434878,1.6420730010943418
Independent House,4,6,10,7.52,10.66,24,0.0,2.0,5.28,41.7,Tuesday,Summer,0,21.09,1,5,1,-0.028478554847755435,0.9637518271413074,0.3873630740184915,1.1061017379451852,1.0898307987187188,0.0,-0.7961864247267118,1.1016529977290201,-0.6283305380617925,1.4049880984658125
Apartment,3,3,10,0.0,1.87,24,0.0,1.31,9.76,13.9,Monday,Winter,1,6.1,0,1,2,-0.5287774913623766,-0.6466304033004656,0.3873630740184915,-1.1224787038760815,-1.2644608505163601,0.0,-0.7961864247267118,-0.19752759042660448,2.2729594434429097,-1.0361083063760883
Apartment,7,4,4,1.37,2.63,24,1.0,1.06,3.48,24.8,Wednesday,Spring/Autumn,0,9.79,0,6,0,1.4724182546961082,-0.10983632648654133,-1.5771570672976551,-0.7164740223208772,-1.0609043484209495,0.0,0.6983732427939013,-0.6682451948308163,-1.7940274056306464,-0.07898777354239342
Independent House,4,6,11,0.26,0.0,24,0.0,2.07,8.31,5.7,Thursday,Winter,0,6.82,1,4,2,-0.028478554847755435,0.9637518271413074,0.7147830975711826,-1.0454267205152397,-1.7653169806721734,0.0,-0.7961864247267118,1.2334539269621991,1.3339258556791114,-1.7561439365812532
Independent House,2,6,7,7.94,10.88,24,0.0,1.47,6.01,40.7,Tuesday,Summer,0,17.4,1,5,1,-1.0290764278769977,0.9637518271413074,-0.5948969966395818,1.2305703264511605,1.1487550493252852,0.0,-0.7961864247267118,0.10373167639209098,-0.15557569732553547,1.3171788752700606
Independent House,1,4,12,0.0,5.18,24,0.88,1.24,6.16,29.1,Tuesday,Spring/Autumn,0,6.0,1,5,0,-1.529375364391619,-0.10983632648654133,1.0422031211238738,-1.1224787038760815,-0.3779187163902953,0.0,0.5190260826914278,-0.32932851965978394,-0.05843429169479745,0.29859188619933946
Independent House,1,4,10,4.43,11.23,24,1.82,1.66,5.92,41.6,Thursday,Summer,0,11.6,1,4,1,-1.529375364391619,-0.10983632648654133,0.3873630740184915,0.1903685510797977,1.2424981752902768,0.0,1.9239121701608042,0.46147705573929193,-0.21386054070397809,1.3962071761462371
Apartment,2,3,8,7.12,6.25,24,0.0,1.29,6.07,22.2,Friday,Spring/Autumn,0,18.23,0,0,0,-1.0290764278769977,-0.6466304033004656,-0.2674769730868907,0.987560225082352,-0.09133258844017751,0.0,-0.7961864247267118,-0.23518499877894145,-0.11671913507324004,-0.30729175385134827
Villa,2,5,6,2.34,5.5,24,0.0,0.83,4.14,24.5,Saturday,Spring/Autumn,1,8.71,2,2,0,-1.0290764278769977,0.426957750327383,-0.9223170201922729,-0.42901085362850644,-0.292210715508017,0.0,-0.7961864247267118,-1.1013053908826915,-1.3666052208554003,-0.10533054050111902
Villa,2,8,4,12.59,10.23,24,1.11,2.58,5.87,39.0,Sunday,Summer,1,26.0,2,3,1,-1.0290764278769977,2.037339980769156,-1.5771570672976551,2.6086154134815978,0.9746606725331576,0.0,0.862774806221169,2.193717839946792,-0.24624100924755724,1.1679031958372823
Independent House,6,5,5,0.0,3.51,24,0.0,2.2,4.81,11.1,Sunday,Winter,1,6.99,1,3,2,0.9721193181814869,0.426957750327383,-1.249737043744964,-1.1224787038760815,-0.8252073459946846,0.0,-0.7961864247267118,1.47822708125239,-0.932706942371438,-1.2819741313241935
Independent House,2,3,10,0.0,1.19,24,0.62,1.17,5.79,13.9,Sunday,Winter,1,5.84,1,3,2,-1.0290764278769977,-0.6466304033004656,0.3873630740184915,-1.1224787038760815,-1.4465903523912016,0.0,0.13044056913606838,-0.46112944889296337,-0.29804975891728414,-1.0361083063760883
Villa,1,6,11,1.24,7.26,24,0.53,0.58,7.06,19.4,Tuesday,Spring/Autumn,0,7.09,2,5,0,-1.529375364391619,0.9637518271413074,0.7147830975711826,-0.7550000140012981,0.17918328934451297,0.0,-0.0040698009407867585,-1.5720229952869034,0.5244141420896291,-0.5531575787994534
Independent House,5,4,12,0.0,6.93,24,0.0,1.38,5.29,25.2,Friday,Spring/Autumn,0,6.79,1,0,0,0.47182038166686574,-0.10983632648654133,1.0422031211238738,-1.1224787038760815,0.09079691343466356,0.0,-0.7961864247267118,-0.06572666119342545,-0.6218544443530768,-0.04386408426409282
Independent House,1,6,13,1.01,1.97,24,0.69,0.84,5.3,11.2,Monday,Winter,0,6.39,1,1,2,-1.529375364391619,0.9637518271413074,1.3696231446765648,-0.8231613838974272,-1.2376771002406484,0.0,0.23505974586251122,-1.082476686706523,-0.6153783506443611,-1.2731932090046183
Independent House,7,3,13,1.11,9.3,24,0.0,1.29,5.86,23.3,Wednesday,Spring/Autumn,0,8.66,1,6,0,1.4724182546961082,-0.6466304033004656,1.3696231446765648,-0.7935260056817189,0.7255717949690367,0.0,-0.7961864247267118,-0.23518499877894145,-0.2527171029562729,-0.21070160833602114
Apartment,5,2,8,6.52,8.11,24,0.0,1.41,7.22,32.7,Tuesday,Summer,0,15.97,0,5,1,0.47182038166686574,-1.18342448011439,-0.2674769730868907,0.8097479557881019,0.4068451666880643,0.0,-0.7961864247267118,-0.009240548664919971,0.6280316414290829,0.6147050897040461
Villa,4,6,10,2.63,5.45,24,0.56,1.07,7.29,29.0,Saturday,Spring/Autumn,1,10.87,2,2,0,-0.028478554847755435,0.9637518271413074,0.3873630740184915,-0.3430682568029523,-0.3056025906458729,0.0,0.04076698908483167,-0.6494164906546479,0.673364297390094,0.2898109638797641
Independent House,6,6,14,0.0,3.73,24,0.96,2.29,6.27,15.9,Thursday,Winter,0,8.07,1,4,2,0.9721193181814869,0.9637518271413074,1.697043168229256,-1.1224787038760815,-0.7662830953881182,0.0,0.6385908560930768,1.647685418837906,0.012802739101076578,-0.8604898599845846
Independent House,2,4,9,0.03,0.59,24,0.0,1.55,6.38,10.4,Tuesday,Winter,0,5.33,1,5,2,-1.0290764278769977,-0.10983632648654133,0.05994305046580039,-1.113588090411369,-1.607292854045473,0.0,-0.7961864247267118,0.2543613098014389,0.08403976989695118,-1.3434405875612196
Independent House,5,3,7,2.63,6.21,24,0.0,1.49,3.44,27.4,Tuesday,Spring/Autumn,0,10.87,1,5,0,0.47182038166686574,-0.6466304033004656,-0.5948969966395818,-0.3430682568029523,-0.1020460885504623,0.0,-0.7961864247267118,0.14138908474442796,-1.8199317804655097,0.1493162067665611
Apartment,4,4,10,0.04,8.7,24,0.66,1.76,7.15,20.4,Thursday,Spring/Autumn,0,6.81,0,4,0,-0.028478554847755435,-0.10983632648654133,0.3873630740184915,-1.110624552589798,0.5648692933147647,0.0,0.19022295583689294,0.6497640975009769,0.5826989854680722,-0.4653483556037016
Independent House,3,5,10,6.97,9.46,24,0.0,1.18,6.9,36.6,Thursday,Summer,0,16.82,1,4,1,-0.5287774913623766,0.426957750327383,0.3873630740184915,0.9431071577587894,0.7684257954101757,0.0,-0.7961864247267118,-0.44230074471679487,0.42079664275017586,0.957161060167478
Independent House,6,4,11,0.57,1.16,24,1.1,1.43,5.13,17.3,Thursday,Winter,0,7.28,1,4,2,0.9721193181814869,-0.10983632648654133,0.7147830975711826,-0.953557048046544,-1.454625477473915,0.0,0.8478292095459629,0.02841685968741701,-0.7254719436925305,-0.737556947510532
Independent House,7,6,6,8.81,8.83,24,0.0,1.71,5.84,40.4,Sunday,Summer,1,23.79,1,3,1,1.4724182546961082,0.9637518271413074,-0.9223170201922729,1.4883981169278229,0.5996881686731904,0.0,-0.7961864247267118,0.5556205766201344,-0.26566929037370496,1.2908361083113347
Villa,2,9,10,0.29,3.69,24,0.0,1.86,9.72,25.7,Sunday,Winter,1,9.18,2,3,2,-1.0290764278769977,2.5741340575830804,0.3873630740184915,-1.0365361070505272,-0.776996595498403,0.0,-0.7961864247267118,0.8380511392626617,2.247055068608047,4.0527333783088164e-05
Apartment,3,3,6,0.0,1.36,24,0.85,0.78,6.73,7.8,Wednesday,Winter,0,5.44,0,6,2,-0.5287774913623766,-0.6466304033004656,-0.9223170201922729,-1.1224787038760815,-1.401057976922491,0.0,0.47418929266580934,-1.1954489117635336,0.3107030497020064,-1.5717445678701742
Apartment,1,3,5,6.71,12.25,24,0.0,1.49,7.52,43.3,Friday,Summer,0,14.74,0,0,1,-1.529375364391619,-0.6466304033004656,-1.249737043744964,0.8660551743979478,1.5156924281025386,0.0,-0.7961864247267118,0.14138908474442796,0.8223144526905584,1.5454828555790148
Apartment,1,4,14,0.58,2.89,24,1.21,2.11,4.2,12.2,Thursday,Winter,0,6.61,0,4,2,-1.529375364391619,-0.10983632648654133,1.697043168229256,-0.9505935102249731,-0.9912665977040984,0.0,1.01223077297323,1.3087687436668731,-1.3277486586031049,-1.1853839858088664
Independent House,7,6,9,5.71,4.22,24,0.0,1.75,4.32,30.8,Thursday,Summer,0,17.72,1,4,1,1.4724182546961082,0.9637518271413074,0.05994305046580039,0.5697013922408645,-0.6350427190371298,0.0,-0.7961864247267118,0.6309353933248083,-1.2500355340985145,0.44786756563211744
Villa,7,8,5,3.2,5.62,24,0.0,2.11,7.86,21.8,Sunday,Spring/Autumn,1,15.23,2,3,0,1.4724182546961082,2.037339980769156,-1.249737043744964,-0.17414660097341467,-0.26007021517716267,0.0,-0.7961864247267118,1.3087687436668731,1.0425016387868977,-0.34241544312964883
Apartment,4,4,8,1.35,8.53,24,0.0,0.57,1.34,28.6,Wednesday,Spring/Autumn,0,7.43,0,6,0,-0.028478554847755435,-0.10983632648654133,-0.2674769730868907,-0.7224010979640189,0.5193369178460544,0.0,-0.7961864247267118,-1.590851699463072,-3.1799114592958393,0.2546872746014635
Apartment,1,4,9,0.66,1.35,24,0.0,1.22,5.12,14.6,Thursday,Winter,0,5.55,0,4,2,-1.529375364391619,-0.10983632648654133,0.05994305046580039,-0.9268852076524063,-1.4037363519500623,0.0,-0.7961864247267118,-0.3669859280121209,-0.7319480374012463,-0.974641850139062
Villa,6,8,13,0.47,0.78,24,0.0,2.91,7.66,13.2,Sunday,Winter,1,10.47,2,3,2,0.9721193181814869,2.037339980769156,1.3696231446765648,-0.9831924262622522,-1.5564037285216203,0.0,-0.7961864247267118,2.8150650777603516,0.9129797646125807,-1.0975747626131145
Independent House,5,3,14,7.5,10.65,24,0.0,2.14,6.82,36.6,Monday,Summer,0,19.49,1,1,1,0.47182038166686574,-0.6466304033004656,1.697043168229256,1.1001746623020436,1.0871524236911476,0.0,-0.7961864247267118,1.365254856195379,0.368987893080449,0.957161060167478
Independent House,1,4,9,0.0,8.5,24,0.0,0.66,8.74,19.5,Thursday,Spring/Autumn,0,5.28,1,4,0,-1.529375364391619,-0.10983632648654133,0.05994305046580039,-1.1224787038760815,0.511301792763341,0.0,-0.7961864247267118,-1.4213933618775554,1.612397885153893,-0.5443766564798781
Apartment,1,3,11,7.44,10.92,24,0.0,1.15,6.2,34.8,Monday,Summer,0,14.52,0,1,1,-1.529375364391619,-0.6466304033004656,0.7147830975711826,1.0823934353726188,1.1594685494355699,0.0,-0.7961864247267118,-0.49878685724530036,-0.03252991685993401,0.7991044584151245
Apartment,6,2,8,3.19,6.99,24,1.1,1.88,4.11,11.4,Thursday,Spring/Autumn,0,12.93,0,4,0,0.9721193181814869,-1.18342448011439,-0.2674769730868907,-0.17711013879498558,0.10686716360009087,0.0,0.8478292095459629,0.8757085476149983,-1.3860335019815473,-1.2556313643654677
Independent House,6,3,7,1.94,10.04,24,0.0,1.41,5.24,26.2,Thursday,Spring/Autumn,1,10.71,1,4,0,0.9721193181814869,-0.6466304033004656,-0.5948969966395818,-0.5475523664913398,0.9237715470093045,0.0,-0.7961864247267118,-0.009240548664919971,-0.6542349128966559,0.043945138931658995
Independent House,6,3,9,2.29,8.77,24,0.0,1.03,4.2,33.5,Tuesday,Spring/Autumn,0,10.54,1,5,0,0.9721193181814869,-0.6466304033004656,0.05994305046580039,-0.4438285427363606,0.5836179185077631,0.0,-0.7961864247267118,-0.7247313073593218,-1.3277486586031049,0.6849524682606473
Independent House,3,5,5,1.08,9.23,24,0.87,1.11,3.2,26.0,Wednesday,Spring/Autumn,0,7.65,1,6,0,-0.5287774913623766,0.426957750327383,-1.249737043744964,-0.8024166191464314,0.7068231697760382,0.0,0.5040804860162217,-0.5741016739499739,-1.9753580294746902,0.026383294292508696
Apartment,6,2,9,10.25,10.75,24,0.0,1.75,4.28,31.6,Saturday,Summer,1,25.51,0,2,1,0.9721193181814869,-1.18342448011439,0.05994305046580039,1.9151475632340227,1.1139361739668596,0.0,-0.7961864247267118,0.6309353933248083,-1.2759399089333778,0.518114944188719
Independent House,7,4,10,4.0,1.2,24,0.0,1.3,7.28,7.3,Friday,Winter,0,13.0,1,0,2,1.4724182546961082,-0.10983632648654133,0.3873630740184915,0.06293642475225193,-1.4439119773636302,0.0,-0.7961864247267118,-0.21635629460277297,0.6668882036813782,-1.61564917946805
Apartment,7,4,4,1.95,7.66,24,0.0,0.95,7.03,26.5,Saturday,Spring/Autumn,1,10.54,0,2,0,1.4724182546961082,-0.10983632648654133,-1.5771570672976551,-0.5445888286697689,0.2863182904473608,0.0,-0.7961864247267118,-0.8753609407686698,0.5049858609634819,0.0702879058903846
Villa,1,9,12,1.18,0.0,24,0.0,1.52,5.79,14.2,Saturday,Winter,1,8.04,2,2,2,-1.529375364391619,2.5741340575830804,1.0422031211238738,-0.772781240930723,-1.7653169806721734,0.0,-0.7961864247267118,0.19787519727293343,-0.29804975891728414,-1.0097655394173628
Independent House,2,3,4,6.68,8.93,24,0.0,1.3,6.21,33.9,Tuesday,Summer,0,13.74,1,5,1,-1.0290764278769977,-0.6466304033004656,-1.5771570672976551,0.8571645609332352,0.6264719189489022,0.0,-0.7961864247267118,-0.21635629460277297,-0.02605382315121829,0.7200761575389479
Villa,4,5,10,2.52,9.45,24,0.0,0.65,5.75,40.5,Monday,Summer,0,10.02,2,1,1,-0.028478554847755435,0.426957750327383,0.3873630740184915,-0.3756671728402314,0.7657474203826042,0.0,-0.7961864247267118,-1.440222066053724,-0.32395413375214754,1.29961703063091
Villa,2,6,14,1.32,1.03,24,0.0,1.4,7.28,2.3,Sunday,Winter,1,7.06,2,3,2,-1.0290764278769977,0.9637518271413074,1.697043168229256,-0.7312917114287315,-1.4894443528323404,0.0,-0.7961864247267118,-0.028069252841088462,0.6668882036813782,-2.0546952954468094
Independent House,7,4,14,8.38,10.4,24,1.3,1.93,4.57,47.6,Saturday,Summer,1,26.99,1,2,1,1.4724182546961082,-0.10983632648654133,1.697043168229256,1.3609659906002771,1.020193048001868,0.0,1.1467411430500853,0.9698520684958408,-1.088133191380618,1.923062515320748
Apartment,7,2,5,7.7,6.04,24,0.0,1.22,3.73,32.5,Monday,Summer,0,19.62,0,1,1,1.4724182546961082,-1.18342448011439,-1.249737043744964,1.1594454187334604,-0.14757846401917257,0.0,-0.7961864247267118,-0.3669859280121209,-1.63212506291275,0.5971432450648955
