AC_Usage_Hours,Family_Members,Water_Motor_Usage_Hours,Rooms_per_Person,Total_Appliance_Hours,Daily_Appliance_Usage_Count,Washing_Machine_Usage_Hours,Lighting_Hours,Outdoor_Temperature_C,Number_of_Rooms,Fan_Usage_Hours,Day_of_Week_Encoded,Daily_Electricity_Consumption_kWh
7.56,6,2.08,1.1666666666666667,49.379999999999995,11,0.0,5.62,46.2,7,10.12,0,21.32
7.4,4,1.7,1.25,48.76,7,0.96,3.83,27.6,5,10.87,5,18.6
4.44,6,1.06,0.6666666666666666,41.4,4,0.0,6.82,23.3,4,5.08,2,12.74
0.06,3,1.3,0.6666666666666666,35.6,12,0.8,5.27,11.3,2,4.17,5,6.01
9.68,1,1.23,3.0,52.029999999999994,5,0.0,6.94,43.0,3,10.18,5,20.34
0.0,3,0.93,0.6666666666666666,35.269999999999996,10,0.0,6.21,11.1,2,4.13,5,4.64
3.77,6,0.85,0.5,47.86,7,1.05,7.68,42.0,3,10.51,1,12.97
10.69,7,0.64,0.2857142857142857,48.879999999999995,8,0.0,6.02,44.7,2,7.53,4,26.4
1.35,6,1.39,1.0,41.4,14,1.82,6.05,22.0,6,6.79,6,32.35
0.0,6,0.74,1.0,36.08,10,0.0,8.44,16.5,6,2.9,5,6.49
10.95,4,1.26,0.75,54.69,11,0.64,5.41,41.4,3,12.43,2,23.21
8.91,1,2.15,7.0,46.97,9,0.0,6.84,25.7,7,5.07,1,20.05
3.56,2,0.92,2.5,42.699999999999996,9,1.83,7.01,24.6,5,5.38,3,12.78
0.0,1,0.76,3.0,33.43,4,0.0,7.01,13.7,3,1.66,0,4.39
0.53,5,1.0,0.8,40.13,11,0.0,7.51,26.1,4,7.09,3,8.02
10.67,5,0.96,0.6,56.2,10,3.0,6.88,40.6,3,10.69,2,26.74
2.22,2,0.24,1.0,38.15,9,0.97,6.26,13.7,2,4.46,4,7.79
0.0,6,2.18,0.6666666666666666,33.92,12,0.81,6.26,6.9,4,0.67,0,7.13
9.39,2,0.45,1.0,51.6,7,0.78,6.79,40.1,2,10.19,6,18.85
8.77,3,0.28,1.0,49.11,6,1.08,5.7,39.7,3,9.28,3,21.08
0.76,6,1.81,0.6666666666666666,35.21,11,0.76,6.08,13.2,4,1.8,4,8.08
0.77,7,1.35,0.8571428571428571,38.95,6,0.0,5.72,25.8,6,7.11,1,7.59
1.66,7,1.75,1.2857142857142858,37.7,11,1.02,6.26,7.1,9,3.01,2,14.03
1.31,4,0.72,0.5,38.56,8,0.56,4.09,22.8,2,7.88,0,7.23
0.73,1,1.37,8.0,43.83,7,1.11,8.96,22.2,8,7.66,6,8.03
10.55,5,1.5,0.4,57.54,4,0.54,5.67,38.3,2,15.28,3,27.39
7.1,5,1.87,0.8,50.709999999999994,10,0.68,5.51,35.1,4,11.55,6,19.85
0.0,5,0.97,0.8,34.3,12,0.0,7.59,9.0,4,1.74,3,6.95
7.12,2,1.32,2.5,54.04,12,0.0,8.65,30.8,5,12.95,3,18.29
1.36,3,1.9,3.0,35.78,5,0.0,8.43,13.8,9,0.09,3,10.09
10.18,4,0.84,1.5,50.04,12,0.0,5.94,39.6,6,9.08,5,20.37
0.28,6,1.45,0.5,34.029999999999994,9,1.17,6.67,4.1,3,0.46,1,7.4
0.81,5,0.84,0.8,39.900000000000006,10,0.0,5.86,25.5,4,8.39,6,7.17
5.75,5,1.44,1.4,52.809999999999995,14,0.97,8.58,42.6,7,12.07,6,18.86
1.59,1,0.67,2.0,43.019999999999996,12,1.48,4.91,37.6,2,10.37,6,7.06
0.36,6,1.69,1.0,35.34,7,0.0,6.82,8.5,6,2.47,5,8.24
6.95,5,1.57,0.4,49.86,4,0.0,8.59,33.8,2,8.75,6,16.72
1.28,7,0.39,0.7142857142857143,35.92,9,1.11,6.84,13.5,5,2.3,5,9.21
2.48,5,1.53,1.0,42.080000000000005,8,0.0,8.07,20.7,5,6.0,3,11.53
2.28,1,1.39,4.0,41.03,7,0.63,6.26,14.3,4,6.47,0,9.16
6.42,4,0.77,0.75,47.63,5,0.0,5.21,42.4,3,11.23,2,17.41
1.47,6,0.82,0.3333333333333333,38.690000000000005,5,0.0,5.49,26.6,2,6.91,1,7.97
2.55,6,1.73,0.5,42.48,12,0.65,9.03,20.8,3,4.52,0,11.04
2.21,7,2.31,1.0,39.43,4,0.67,6.51,25.3,7,3.73,4,11.95
7.31,3,2.24,2.0,50.739999999999995,12,1.08,8.9,36.8,6,7.21,2,22.98
8.45,6,1.43,0.5,49.36,10,0.0,3.92,41.0,3,11.56,2,21.58
6.79,6,1.04,0.5,51.290000000000006,5,2.16,7.13,35.6,3,10.17,1,17.81
1.73,6,1.61,0.6666666666666666,37.3,9,1.18,3.41,20.2,4,5.37,3,10.73
6.95,6,1.59,0.8333333333333334,55.25,10,0.0,10.3,35.1,5,12.41,5,18.82
5.73,2,1.99,1.0,44.17,6,0.81,6.32,24.3,2,5.32,6,16.06
2.18,6,1.45,0.6666666666666666,41.32,14,0.64,7.3,25.0,4,5.75,5,32.35
2.56,1,2.03,8.0,44.150000000000006,6,2.14,7.67,22.6,8,5.75,4,10.88
0.66,6,0.91,0.5,34.36,10,0.0,6.34,9.6,3,2.45,2,7.39
9.43,1,1.68,4.0,52.599999999999994,11,2.17,5.23,39.7,4,10.09,3,22.18
8.01,6,2.01,1.5,52.730000000000004,5,1.09,9.49,33.0,9,8.13,1,23.25
3.52,6,2.21,1.1666666666666667,42.2,9,0.68,8.77,26.3,7,3.02,6,16.34
3.06,7,1.54,0.5714285714285714,40.87,7,0.71,7.08,16.1,4,4.48,1,11.06
5.97,7,1.3,0.5714285714285714,44.04,6,0.0,6.82,30.6,4,5.95,0,17.31
9.29,1,1.36,3.0,47.54,8,0.71,4.72,37.9,3,7.46,3,17.96
6.73,4,1.02,0.5,43.50000000000001,5,0.0,5.36,40.7,2,6.39,0,16.69
0.29,7,1.21,0.5714285714285714,34.85,10,0.0,5.99,9.9,4,3.36,2,7.55
1.11,7,1.7,0.2857142857142857,37.24,12,0.0,5.51,24.4,2,4.92,2,9.22
3.16,5,0.93,1.4,40.12,8,0.78,5.25,18.7,7,6.0,5,11.17
0.0,5,0.9,0.8,30.419999999999998,11,0.93,4.44,25.7,4,0.15,1,6.03
1.27,2,1.78,3.0,47.040000000000006,10,0.99,9.78,24.6,6,9.22,0,9.22
3.53,7,2.0,0.5714285714285714,44.02,8,0.0,5.42,33.3,4,9.07,1,14.67
0.0,2,0.53,2.0,33.38,12,0.0,5.42,9.4,4,3.43,5,4.87
1.15,2,1.88,2.5,35.0,5,0.0,6.44,15.8,5,1.53,4,7.31
6.45,2,1.53,1.0,47.940000000000005,8,0.0,4.99,42.5,2,10.97,4,16.32
2.18,1,1.43,9.0,42.56,4,0.0,8.48,21.2,9,6.47,1,9.52
0.74,1,1.22,6.0,39.66,14,0.0,8.95,25.7,6,4.75,0,6.74
2.58,5,0.75,0.4,38.989999999999995,14,1.03,4.91,26.5,2,5.72,3,11.73
9.11,4,1.99,1.75,53.17,7,1.04,5.32,31.3,7,11.71,5,22.42
10.82,4,1.78,1.25,52.08,9,0.0,8.28,41.7,5,7.2,0,22.46
4.96,7,1.04,0.2857142857142857,46.77,6,0.0,7.88,28.5,2,8.89,1,13.05
2.99,6,1.93,0.8333333333333334,36.35,14,0.0,5.62,19.1,5,1.81,4,11.0
5.46,5,1.76,0.4,48.33999999999999,7,0.66,4.93,36.4,2,11.53,4,15.55
9.47,2,1.2,3.0,52.2,11,0.0,8.61,22.7,6,8.92,1,19.82
1.03,5,1.9,1.4,45.53,5,0.93,10.27,24.2,7,7.4,1,10.44
10.6,1,2.22,4.0,50.94,10,0.0,5.07,40.3,4,9.05,3,21.45
5.24,4,1.17,0.5,51.3,13,1.19,7.78,34.6,2,11.92,1,16.71
1.87,3,1.29,0.6666666666666666,39.290000000000006,4,0.73,7.21,6.2,2,4.19,0,7.91
4.74,6,1.04,0.5,47.05,8,0.0,5.34,39.4,3,11.93,2,14.81
0.0,4,1.5,1.5,36.269999999999996,4,1.9,7.75,7.6,6,1.12,4,6.86
0.0,6,1.15,0.5,37.05,11,0.68,7.5,14.0,3,3.72,4,6.16
1.27,6,1.25,0.8333333333333334,32.4,12,0.0,5.26,14.9,5,0.62,6,7.64
0.44,5,1.12,0.6,35.54,5,0.0,6.55,17.0,3,3.43,1,5.64
6.81,2,1.16,1.5,45.53999999999999,4,0.0,6.59,28.3,3,6.98,0,14.69
0.74,5,0.71,1.0,39.85,14,0.0,5.56,24.4,5,8.84,0,7.16
2.28,6,0.64,0.8333333333333334,38.61,11,0.87,5.71,16.5,5,5.11,0,10.4
0.21,4,1.91,1.0,35.32,14,0.0,6.96,10.9,4,2.24,2,7.67
5.12,2,1.59,2.0,45.730000000000004,7,0.0,4.98,33.5,4,10.04,5,12.99
1.72,2,1.25,2.0,41.46,8,0.93,6.57,25.3,4,6.99,5,7.96
0.53,3,1.47,0.6666666666666666,40.459999999999994,4,0.58,6.26,28.2,2,7.62,4,5.83
6.05,5,1.85,1.0,47.7,12,0.0,4.6,36.8,5,11.2,0,17.25
3.63,4,0.35,1.5,43.64,7,2.36,6.63,26.3,6,6.67,4,12.37
2.11,3,0.87,1.0,41.61999999999999,5,1.11,5.41,20.6,3,8.12,1,9.2
1.31,1,1.6,9.0,42.03,6,0.58,8.37,30.6,9,6.17,3,10.04
8.91,4,1.52,1.0,53.92,10,1.19,7.92,35.1,4,10.38,2,23.58
6.39,2,0.79,1.0,45.06,14,1.14,5.43,35.4,2,7.31,4,14.9
2.14,7,0.02,0.42857142857142855,36.91,9,0.0,5.77,28.2,3,4.98,3,9.74
0.24,2,0.92,1.0,40.980000000000004,9,0.73,8.16,19.8,2,6.93,5,5.71
1.85,4,0.46,0.75,37.81,14,0.97,6.85,18.9,3,3.68,4,7.64
6.37,1,0.86,6.0,46.93,7,0.0,5.88,27.7,6,9.82,4,15.99
6.58,5,0.54,0.6,51.79,11,1.0,7.26,32.1,3,12.41,5,16.91
0.66,4,1.51,0.75,33.94,6,0.0,6.46,13.2,3,1.31,5,6.74
7.79,1,0.66,3.0,52.05,4,1.2,7.36,35.9,3,11.04,0,17.05
4.49,6,1.67,0.3333333333333333,40.05,10,0.0,5.33,32.5,2,4.56,5,13.9
2.06,4,2.0,1.0,43.6,11,1.39,7.12,23.6,4,7.03,1,10.84
3.22,1,1.26,4.0,45.16,8,3.0,8.24,19.0,4,5.44,2,11.61
10.49,7,1.41,0.2857142857142857,50.519999999999996,13,0.58,4.6,38.4,2,9.44,0,22.66
3.03,4,1.74,2.25,42.7,10,0.57,6.39,18.2,9,6.97,3,14.06
2.33,6,1.34,1.0,41.14,6,1.01,4.02,19.6,6,8.44,3,12.91
2.56,6,1.91,1.0,43.32,12,0.0,8.03,18.3,6,6.82,4,12.15
3.92,2,0.94,1.5,45.550000000000004,4,0.0,9.13,33.4,3,7.56,1,10.55
1.02,5,1.22,0.4,38.870000000000005,6,0.0,6.1,28.6,2,6.53,0,7.05
2.3,7,2.07,0.8571428571428571,35.2,8,1.38,4.45,8.5,6,1.0,6,10.76
8.01,6,1.18,0.5,48.17999999999999,11,1.16,4.62,35.1,3,9.21,1,21.82
0.48,3,1.7,1.3333333333333333,32.78,12,1.11,4.75,5.1,4,0.74,3,7.08
5.91,4,1.16,0.75,44.83,11,0.0,5.29,42.4,3,8.47,0,14.39
0.83,7,1.22,0.5714285714285714,35.08,12,1.0,5.74,14.3,4,2.29,6,7.53
2.99,4,1.53,0.75,43.06,14,0.0,6.96,23.9,3,7.58,4,11.83
1.88,5,1.36,0.8,37.01,12,0.0,7.79,13.2,4,1.98,3,10.56
10.23,7,1.29,0.5714285714285714,49.5,12,1.0,5.76,37.9,4,7.22,2,28.87
1.04,6,2.9,1.1666666666666667,39.42,12,1.71,6.7,14.9,7,3.07,3,12.67
2.04,2,1.42,3.5,38.22,14,0.73,10.03,18.9,7,0.0,3,10.04
9.0,7,0.64,0.5714285714285714,53.550000000000004,7,0.0,7.95,37.2,4,11.96,3,32.35
1.59,1,0.53,3.0,42.76,10,1.86,7.65,25.7,3,7.13,1,8.46
0.57,5,1.7,0.8,34.53,4,0.0,3.1,14.2,4,5.16,6,6.43
3.0,5,1.82,0.8,36.879999999999995,4,0.62,3.86,26.9,4,3.58,0,10.28
7.9,1,1.11,3.0,50.21,10,0.0,5.93,38.4,3,11.27,2,19.25
1.77,5,2.02,0.8,40.39,4,0.89,5.02,26.2,4,6.69,5,10.47
0.0,7,1.32,0.8571428571428571,29.98,6,0.0,3.85,6.3,6,0.81,5,6.56
0.0,7,1.59,0.5714285714285714,35.07,4,0.0,7.63,9.0,4,1.85,2,6.99
0.0,7,1.47,0.5714285714285714,36.22,13,0.63,6.04,12.2,4,4.08,0,6.95
3.29,5,1.17,0.6,39.699999999999996,8,0.0,5.87,19.9,3,5.37,5,10.55
8.24,7,1.12,0.5714285714285714,51.919999999999995,8,0.0,8.14,41.8,4,10.42,2,23.92
1.94,1,1.52,4.0,41.45,8,0.65,7.44,27.8,4,5.9,4,8.09
0.33,5,1.29,0.6,34.01,12,0.0,6.26,12.6,3,2.13,4,5.98
10.82,2,2.16,1.5,56.79,10,0.0,7.6,35.7,3,12.21,5,20.79
2.12,2,1.42,1.5,44.25999999999999,9,2.23,6.37,17.7,3,8.12,5,10.45
0.99,1,2.09,5.0,42.11,9,0.86,8.22,21.8,5,5.95,4,7.27
3.07,3,0.85,1.3333333333333333,48.160000000000004,9,0.0,6.13,33.8,4,14.11,5,11.34
2.63,3,1.68,1.0,43.209999999999994,6,2.37,7.4,23.1,3,5.13,6,12.29
0.87,7,1.57,0.5714285714285714,33.910000000000004,8,1.0,4.2,11.0,4,2.27,0,8.72
4.75,6,0.77,0.3333333333333333,46.43000000000001,6,0.0,5.68,39.7,2,11.23,5,13.7
9.8,4,0.78,0.75,42.71,14,0.0,3.69,38.2,3,4.44,0,21.9
6.52,4,1.55,0.5,48.76,5,0.97,6.21,37.7,2,9.51,1,17.87
0.0,1,0.87,3.0,34.35,7,0.0,5.62,21.4,3,3.86,4,4.65
0.0,1,0.76,4.0,32.260000000000005,8,0.61,3.18,9.9,4,3.71,2,4.77
7.21,2,0.96,1.0,56.35,13,1.65,7.17,31.2,2,15.36,2,17.57
11.36,1,1.22,5.0,54.26,5,0.0,4.75,43.5,5,12.93,3,21.86
0.0,5,1.56,0.4,29.509999999999998,13,0.0,3.95,12.0,2,0.0,6,5.59
0.0,2,1.76,1.5,34.370000000000005,13,1.62,6.61,11.9,3,0.38,1,6.49
0.5,6,1.53,1.3333333333333333,33.04,7,0.0,6.55,10.5,8,0.46,6,7.75
2.98,5,1.36,0.8,38.15,5,0.0,5.55,23.3,4,4.26,2,11.58
0.22,1,1.98,6.0,37.53,4,0.94,7.09,8.3,6,3.3,4,6.7
7.03,2,1.1,4.5,52.0,5,0.61,9.63,37.8,9,9.63,3,19.63
1.35,6,2.25,0.8333333333333334,39.29,10,0.0,6.6,12.6,5,5.09,2,9.44
0.0,3,1.36,2.0,36.76,8,0.0,6.24,34.1,6,5.16,4,6.12
0.15,5,1.76,0.6,38.0,7,0.0,9.76,8.9,3,2.33,1,6.49
9.28,3,1.9,1.3333333333333333,51.65,13,1.75,5.89,37.5,4,8.83,3,24.73
0.96,4,0.92,1.5,36.49,10,0.0,5.57,5.6,6,5.04,6,7.94
0.09,1,1.84,6.0,43.43,7,1.98,7.42,26.9,6,8.1,0,7.2
3.27,3,0.99,2.0,39.41,9,0.0,4.8,24.9,6,6.35,1,10.47
2.77,6,1.46,0.3333333333333333,41.55,4,0.0,5.87,27.8,2,7.45,6,11.15
1.45,5,1.55,0.6,36.61,4,0.0,7.27,5.9,3,2.34,0,8.24
0.0,5,0.61,0.6,35.019999999999996,5,2.31,7.42,11.7,3,0.68,2,6.77
3.75,6,1.42,0.6666666666666666,44.66,8,1.01,5.59,46.2,4,8.89,0,13.72
6.3,4,1.25,1.0,49.35,12,0.66,7.18,37.1,4,9.96,0,16.97
11.19,1,1.35,4.0,50.96,11,0.0,6.44,29.6,4,7.98,3,23.94
4.52,7,1.51,0.42857142857142855,40.61,6,1.58,4.29,26.1,3,4.71,1,15.79
6.12,2,1.2,1.5,49.9,12,0.0,8.62,42.6,3,9.96,4,15.11
0.11,6,1.39,0.3333333333333333,35.0,14,0.0,8.16,16.9,2,1.34,2,6.79
4.2,7,2.37,1.1428571428571428,52.400000000000006,6,1.56,8.66,43.2,8,11.61,5,17.23
0.82,2,1.35,2.0,34.36,8,0.0,5.92,15.0,4,2.27,2,6.85
3.09,7,2.25,0.5714285714285714,40.86,4,0.0,7.25,30.7,4,4.27,0,12.64
3.46,6,1.89,0.5,40.980000000000004,7,0.56,5.82,26.1,3,5.25,3,13.44
7.43,6,3.26,0.5,53.68,10,1.1,6.87,41.1,3,11.02,1,21.53
1.75,5,2.08,1.0,43.05,8,0.0,9.08,23.6,5,6.14,3,11.12
0.0,4,2.29,2.25,37.69,9,0.98,7.09,8.9,9,3.33,1,8.0
2.39,1,1.64,4.0,44.800000000000004,9,0.0,8.56,17.8,4,8.21,6,8.56
4.96,7,0.58,0.2857142857142857,45.34,8,0.67,4.88,32.6,2,10.25,1,14.59
6.01,7,1.51,0.8571428571428571,52.36,5,0.96,7.77,42.8,6,12.11,4,17.59
0.0,7,1.62,0.8571428571428571,38.47,7,0.0,6.27,18.7,6,6.58,4,7.8
2.96,3,1.58,1.0,38.25,9,0.71,5.05,22.9,3,3.95,3,11.24
1.2,1,0.96,4.0,39.97,14,0.0,5.37,26.0,4,8.44,2,8.2
3.62,1,1.75,2.0,38.07,4,0.0,2.62,17.7,2,6.08,4,9.38
0.77,4,0.86,1.5,41.44,14,1.07,8.76,22.5,6,5.98,5,7.66
5.03,1,2.0,6.0,50.01,8,0.0,10.1,37.3,6,8.88,3,14.14
11.37,6,1.67,0.5,52.849999999999994,11,0.0,6.3,36.3,3,9.51,6,27.23
3.3,7,1.43,0.5714285714285714,48.77,12,1.85,9.57,18.7,4,8.62,1,14.31
2.96,2,1.45,1.5,39.260000000000005,5,0.0,9.14,12.2,3,1.71,6,9.89
8.27,5,1.28,0.6,51.72,13,1.74,7.84,38.6,3,8.59,6,22.34
5.88,6,0.53,0.3333333333333333,46.7,7,1.43,6.46,32.6,2,8.4,4,16.46
9.57,3,2.24,1.6666666666666667,50.120000000000005,12,0.0,6.39,34.6,5,7.92,0,23.24
1.2,3,1.24,1.0,39.44,6,1.09,7.73,5.0,3,4.18,5,8.28
0.0,4,1.37,0.75,38.76,8,0.86,2.95,31.3,3,9.58,1,6.26
0.58,4,2.04,1.0,35.45,9,0.0,7.48,12.1,4,1.35,6,7.05
7.69,5,0.93,1.0,53.03,14,2.22,5.54,42.8,5,12.65,0,18.88
2.05,1,0.38,2.0,39.06,6,0.0,5.33,20.6,2,7.3,5,6.74
0.0,6,2.63,1.0,34.809999999999995,10,1.34,5.14,9.7,6,1.7,6,8.4
8.04,5,0.99,0.8,48.56,6,1.13,6.67,40.0,4,7.73,2,20.8
9.89,6,1.28,0.6666666666666666,53.879999999999995,14,0.65,6.51,36.9,4,11.55,2,25.23
5.86,1,1.05,6.0,49.11,11,0.0,4.35,35.2,6,13.85,1,14.57
0.61,7,0.89,0.42857142857142855,37.010000000000005,5,0.85,8.07,8.4,3,2.59,5,7.09
1.44,1,1.68,4.0,40.46,6,0.0,6.05,24.5,4,7.29,2,8.67
0.34,6,0.9,0.6666666666666666,35.39,8,1.14,6.95,9.8,4,2.06,0,7.42
1.75,1,1.48,4.0,41.449999999999996,4,0.0,8.22,20.8,4,6.0,1,7.87
0.88,5,1.64,0.6,35.5,9,0.0,4.95,13.2,3,4.03,3,7.62
1.46,7,2.08,0.7142857142857143,39.36,8,1.06,6.32,15.9,5,4.44,0,10.13
0.62,5,1.72,0.6,36.669999999999995,13,1.17,6.4,25.7,3,2.76,0,7.82
0.38,6,0.82,0.3333333333333333,33.440000000000005,10,1.1,4.81,9.9,2,2.33,1,7.07
2.54,3,1.23,1.6666666666666667,35.65,6,0.0,6.29,11.9,5,1.59,1,8.52
9.69,2,1.98,4.0,55.35999999999999,12,0.9,7.97,35.6,8,10.82,3,22.81
3.32,5,0.86,0.4,40.85,10,0.72,6.79,25.7,2,5.16,6,10.94
0.0,5,1.39,0.6,31.84,9,0.0,5.59,15.8,3,0.86,2,6.62
5.12,7,1.52,0.42857142857142855,46.410000000000004,8,0.0,6.81,35.3,3,8.96,6,15.26
7.15,3,1.45,0.6666666666666666,49.82000000000001,6,0.0,4.92,45.9,2,12.3,4,15.61
6.8,6,1.05,0.3333333333333333,48.47,9,0.0,4.78,25.7,2,11.84,4,17.31
5.63,3,1.36,1.6666666666666667,45.84,8,0.84,6.67,40.6,5,7.34,4,15.74
1.32,1,1.55,5.0,38.53,6,0.0,8.32,11.0,5,3.34,1,7.3
1.33,4,1.11,1.0,42.14,6,0.68,4.17,16.1,4,10.85,4,7.82
0.09,6,0.86,0.6666666666666666,31.38,12,0.0,5.7,14.1,4,0.73,0,5.32
4.97,6,1.04,0.5,44.36999999999999,9,0.0,6.09,40.1,3,8.27,3,14.57
0.06,3,2.08,1.0,36.02,7,1.91,5.0,10.9,3,2.97,2,7.88
3.25,2,2.49,4.5,48.400000000000006,14,3.0,6.88,20.2,9,8.78,2,15.92
11.24,2,1.71,1.0,58.21000000000001,12,2.74,6.45,25.7,2,12.07,2,24.4
0.65,1,1.97,4.0,35.019999999999996,9,0.74,5.78,3.7,4,1.88,1,6.64
3.74,5,1.59,0.8,39.5,4,0.0,5.14,23.8,4,5.03,6,12.78
0.82,2,1.49,1.0,37.8,9,0.53,7.99,9.6,2,2.97,3,7.12
0.0,5,1.88,1.6,37.62,7,1.06,5.46,19.4,8,5.22,3,7.89
0.53,5,1.6,0.8,40.42,5,0.0,5.87,19.7,4,8.42,3,8.26
0.04,4,1.58,1.5,35.9,5,1.19,5.47,18.7,6,3.62,6,6.49
2.07,7,2.3,1.0,37.68,12,0.0,7.41,16.5,7,1.9,1,13.65
5.37,4,1.05,0.75,46.72,8,0.0,6.5,40.2,3,9.8,5,14.14
0.87,7,1.6,1.0,33.64,13,0.59,5.63,15.8,7,0.95,5,9.14
0.0,1,2.72,5.0,38.71,14,2.34,6.12,6.4,5,3.53,5,7.47
7.58,3,1.37,0.6666666666666666,43.26,9,0.0,4.82,34.9,2,5.49,3,16.5
8.17,4,2.09,2.0,51.51,10,0.0,7.51,42.2,8,9.74,6,20.83
3.93,6,1.13,0.3333333333333333,40.14,6,0.0,4.93,26.5,2,6.15,0,12.57
8.79,4,2.54,1.75,53.22,5,0.5,5.59,36.2,7,11.8,5,20.16
11.56,4,0.87,0.75,52.65,10,0.6,7.87,38.6,3,7.75,2,28.54
5.34,4,1.59,0.5,44.11000000000001,4,0.64,4.53,40.2,2,8.01,4,15.51
8.09,2,1.27,2.0,51.72,8,0.0,7.26,39.9,4,11.1,0,18.49
1.38,6,2.18,1.3333333333333333,34.78,8,0.0,6.25,17.1,8,0.97,0,10.15
5.08,5,1.45,0.8,42.61000000000001,11,0.72,6.07,22.9,4,5.29,4,15.33
4.26,5,1.95,0.8,36.66,5,0.0,5.75,23.0,4,0.7,6,12.13
10.09,3,1.37,0.6666666666666666,53.81999999999999,10,0.0,5.37,41.9,2,12.99,3,20.8
7.19,6,1.54,0.8333333333333334,49.529999999999994,11,0.87,4.18,37.4,5,11.75,2,21.1
0.0,1,2.52,9.0,34.1,13,0.59,6.26,13.1,9,0.73,2,7.79
7.16,7,0.96,0.2857142857142857,49.24,11,2.2,3.97,31.7,2,10.95,0,18.65
5.12,7,1.13,1.2857142857142858,48.75,10,0.0,6.74,34.2,9,11.76,6,16.59
6.69,5,0.89,0.8,54.21,10,0.0,9.01,44.4,4,13.62,3,17.68
0.78,6,1.43,0.8333333333333334,43.37,11,0.54,8.19,27.4,5,8.43,4,8.52
1.56,3,1.17,2.0,41.02,12,0.0,8.78,8.4,6,5.51,4,8.9
2.05,4,1.15,0.75,44.11,8,1.78,6.21,22.3,3,8.92,0,10.6
4.0,1,1.81,6.0,47.040000000000006,11,0.85,6.4,40.2,6,9.98,6,13.54
1.13,7,0.2,0.42857142857142855,41.61,10,0.51,6.9,24.4,3,8.87,3,8.33
1.32,6,0.73,1.0,33.36,11,0.0,6.21,12.4,6,1.1,0,8.77
9.1,3,1.56,1.3333333333333333,53.58,8,0.67,5.22,39.0,4,13.03,3,20.44
1.9,3,0.84,1.3333333333333333,42.0,8,1.79,6.19,23.2,4,7.28,3,10.22
2.17,3,2.2,1.6666666666666667,38.22,9,0.64,4.0,19.4,5,5.21,5,10.55
4.61,6,1.05,0.5,47.25,8,0.0,5.72,39.8,3,11.87,5,13.6
4.2,3,1.98,1.0,51.22,8,3.0,5.01,32.1,3,13.03,6,14.38
6.55,3,1.27,1.0,46.68000000000001,13,0.0,2.95,37.4,3,11.91,2,14.63
2.61,4,0.96,1.0,43.16,8,0.0,6.76,24.8,4,8.83,5,9.96
1.44,4,1.65,2.0,40.85,9,0.0,8.6,27.8,8,5.16,2,10.16
0.33,6,1.32,0.6666666666666666,35.08,12,2.56,5.65,13.6,4,1.22,3,8.49
8.05,2,1.1,2.0,51.38,14,1.06,5.55,39.7,4,11.62,0,18.46
2.64,1,1.32,3.0,42.9,11,0.9,7.04,23.8,3,7.0,6,8.18
1.26,5,0.47,0.4,33.8,9,1.08,4.87,6.0,2,2.12,2,8.26
9.78,4,2.05,0.5,52.669999999999995,4,0.91,5.5,34.4,2,10.43,2,22.58
9.29,1,1.32,6.0,55.03999999999999,14,1.16,6.09,46.0,6,13.18,2,21.54
6.61,7,1.84,1.1428571428571428,50.68,8,0.0,7.93,37.4,8,10.3,3,21.41
5.67,5,0.73,1.0,46.129999999999995,13,0.0,5.51,36.0,5,10.22,0,14.81
2.45,5,1.37,0.4,39.17999999999999,4,0.94,5.69,25.4,2,4.73,1,10.91
0.0,7,0.89,0.2857142857142857,32.3,10,0.91,5.3,13.2,2,1.2,1,6.29
9.92,7,1.48,0.5714285714285714,53.35,8,2.27,4.39,39.9,4,11.29,6,27.21
9.52,2,1.27,1.0,52.56999999999999,7,2.23,5.19,42.0,2,10.36,6,19.81
0.75,6,0.91,0.5,33.97,10,0.0,5.71,19.1,3,2.6,3,7.04
0.99,6,0.6,1.0,34.29,9,0.0,6.26,11.8,6,2.44,3,8.29
1.86,2,1.51,1.5,38.4,7,0.0,5.3,22.0,3,5.73,2,9.12
0.0,4,0.39,0.75,33.33,9,0.0,7.22,7.0,3,1.72,0,4.67
0.0,2,1.66,1.5,36.95,14,1.15,7.4,12.1,3,2.74,4,6.09
8.31,2,1.09,1.5,54.080000000000005,5,0.96,7.57,37.3,3,12.15,3,18.02
2.17,3,1.23,2.0,39.4,4,1.06,7.62,12.6,6,3.32,5,9.87
0.0,7,1.46,0.8571428571428571,35.45,10,0.0,8.36,11.0,6,1.63,6,7.07
6.8,2,0.91,4.0,48.64,8,0.0,5.78,37.9,8,11.15,2,15.3
7.25,6,1.89,1.1666666666666667,49.75,12,0.0,4.47,37.6,7,12.14,3,19.72
3.99,2,1.36,2.0,39.77,7,0.0,3.52,25.7,4,6.9,1,10.69
1.14,1,2.6,3.0,38.07,12,0.0,8.08,10.3,3,2.25,4,7.08
5.98,2,1.21,3.0,49.49,9,0.0,7.7,37.0,6,10.6,1,16.08
2.83,4,2.15,0.75,42.18,10,0.0,7.11,24.5,3,6.09,6,10.85
2.96,1,1.24,2.0,39.89,13,0.68,6.26,22.9,2,4.75,2,32.35
5.84,6,2.3,1.0,53.71,7,1.04,6.31,33.9,6,14.22,6,18.95
1.55,2,1.07,1.5,41.43,6,0.0,8.32,22.2,3,6.49,4,7.6
